countrycode,country,year,rgdpe,emp,hc,rkna
BRA,"Brazil",1950,89666,19.696496963501,1.30044388771057,965539.875
BRA,"Brazil",1951,93575.3203125,20.2455577850342,1.30809342861176,983623.6875
BRA,"Brazil",1952,100258.640625,20.814136505127,1.31578814983368,1009941.5
BRA,"Brazil",1953,103663.28125,21.4030895233154,1.32352793216705,1030332.8125
BRA,"Brazil",1954,112733.34375,22.0133152008057,1.33131337165833,1052112.5
BRA,"Brazil",1955,123580.15625,22.6457614898682,1.33914458751678,1072537.25
BRA,"Brazil",1956,127166.3125,23.3014221191406,1.35034668445587,1099619.25
BRA,"Brazil",1957,135673.15625,23.9813404083252,1.36164247989655,1137094.875
BRA,"Brazil",1958,149242.59375,24.6866092681885,1.37303268909454,1176163
BRA,"Brazil",1959,159248.828125,25.4183883666992,1.38451826572418,1216672.75
BRA,"Brazil",1960,177142.4375,26.1778812408447,1.3960999250412,1254886.125
BRA,"Brazil",1961,192504.421875,26.7984867095947,1.40659320354462,1272407
BRA,"Brazil",1962,206124.578125,27.4454612731934,1.41716527938843,1319653.625
BRA,"Brazil",1963,208103.09375,28.1202163696289,1.42781686782837,1365597.25
BRA,"Brazil",1964,217692.34375,28.8242454528809,1.4385484457016,1408549.375
BRA,"Brazil",1965,223910.296875,29.5591354370117,1.44936072826386,1448706
BRA,"Brazil",1966,239142.390625,30.3265686035156,1.46191036701202,1505816.25
BRA,"Brazil",1967,254557.84375,31.1283321380615,1.47456860542297,1577959.375
BRA,"Brazil",1968,276938.75,31.9663257598877,1.48733639717102,1676693.125
BRA,"Brazil",1969,291610.9375,32.8425674438477,1.50021481513977,1799142.5
BRA,"Brazil",1970,331845.03125,33.7591934204102,1.51320481300354,1931603.875
BRA,"Brazil",1971,369921.8125,35.677116394043,1.50219655036926,2087421
BRA,"Brazil",1972,415079.59375,37.5893821716309,1.49126839637756,2273576.5
BRA,"Brazil",1973,475298.3125,42.1144523620605,1.48041987419128,2507409.5
BRA,"Brazil",1974,503499.59375,43.0926399230957,1.4696501493454,2773108
BRA,"Brazil",1975,528171.9375,44.167407989502,1.45895874500275,3061014.25
BRA,"Brazil",1976,580594.1875,45.3451728820801,1.46344685554504,3362507
BRA,"Brazil",1977,600753.8125,49.7305717468262,1.46794879436493,3643035
BRA,"Brazil",1978,620051.75,51.3118591308594,1.4724645614624,3936492.75
BRA,"Brazil",1979,657297.3125,50.3403930664063,1.47699427604675,4232904
BRA,"Brazil",1980,661064.3125,49.7253684997559,1.48153781890869,4551678.5
BRA,"Brazil",1981,669880.8125,51.7870292663574,1.50794196128845,4825293.5
BRA,"Brazil",1982,689713.375,54.5609092712402,1.53481662273407,5079498
BRA,"Brazil",1983,682062.6875,55.1973495483398,1.56217014789581,5262828
BRA,"Brazil",1984,721960,57.2742881774902,1.59001123905182,5440133
BRA,"Brazil",1985,758729.8125,61.6193504333496,1.61834859848022,5634484
BRA,"Brazil",1986,860333.25,63.349437713623,1.63802647590637,5918809.5
BRA,"Brazil",1987,889041.8125,65.5833511352539,1.65794384479523,6184132.5
BRA,"Brazil",1988,902415.0625,67.7912979125977,1.67810320854187,6433552.5
BRA,"Brazil",1989,912854.6875,69.1382522583008,1.69850778579712,6691139.5
BRA,"Brazil",1990,885780.5625,70.8692016601563,1.71669137477875,6746008
BRA,"Brazil",1991,944316.5,71.0243759155273,1.74462711811066,6922431
BRA,"Brazil",1992,980538.8125,71.0424652099609,1.77301752567291,7062017
BRA,"Brazil",1993,1056446.25,71.6135635375977,1.80186975002289,7226924
BRA,"Brazil",1994,1190280,72.3131332397461,1.8311915397644,7454684
BRA,"Brazil",1995,1389038.25,73.0674438476563,1.86099052429199,7713035.5
BRA,"Brazil",1996,1667190.375,71.5514450073242,1.89644837379456,7945012.5
BRA,"Brazil",1997,1616979.25,72.733024597168,1.932581782341,8205479.5
BRA,"Brazil",1998,1559408.5,72.4048461914063,1.96940386295319,8441993
BRA,"Brazil",1999,1496293,76.3384857177734,2.0069272518158,8614011
BRA,"Brazil",2000,1516619.75,78.7113265991211,2.04516577720642,8809037
BRA,"Brazil",2001,1504753.375,79.342658996582,2.08590292930603,8999222
BRA,"Brazil",2002,1535067.25,82.5056381225586,2.12745189666748,9160588
BRA,"Brazil",2003,1533252.5,84.0051956176758,2.16982817649841,9293749
BRA,"Brazil",2004,1619027.375,88.3107147216797,2.21304869651794,9470260
BRA,"Brazil",2005,1651608,91.034797668457,2.25713014602661,9654850
BRA,"Brazil",2006,1804225,93.4186172485352,2.29880857467651,9868718
BRA,"Brazil",2007,2004713.25,94.8991546630859,2.34125638008118,10145938
BRA,"Brazil",2008,2218564.25,96.4185104370117,2.3844883441925,10494090
BRA,"Brazil",2009,2316633.5,96.8421401977539,2.42851853370667,10800051
BRA,"Brazil",2010,2684073.75,100.79182434082,2.47336173057556,11207451
BRA,"Brazil",2011,2982536.25,102.876731872559,2.5608959197998,11662182
BRA,"Brazil",2012,2989361.75,105.160545349121,2.62187433242798,12151691
BRA,"Brazil",2013,3080763.5,105.966407775879,2.68430471420288,12779529
BRA,"Brazil",2014,3064498.75,105.908615112305,2.74822163581848,13311433
BWA,"Botswana",1980,2251.98193359375,0.232665240764618,1.35892617702484,9754.298828125
BWA,"Botswana",1981,2479.79711914063,0.240908592939377,1.41894972324371,10892.095703125
BWA,"Botswana",1982,2491.02172851563,0.249055325984955,1.48162436485291,11951.9716796875
BWA,"Botswana",1983,2716.72778320313,0.256921619176865,1.54706740379334,12759.1025390625
BWA,"Botswana",1984,3184.8125,0.265445739030838,1.61540102958679,13380.80078125
BWA,"Botswana",1985,3914.9296875,0.274852991104126,1.68675303459167,14232.67578125
BWA,"Botswana",1986,4878.353515625,0.302941501140594,1.74837827682495,15138.2734375
BWA,"Botswana",1987,5473.39501953125,0.332326233386993,1.8063759803772,15984.7958984375
BWA,"Botswana",1988,6414.96728515625,0.363022208213806,1.86629748344421,17356.62890625
BWA,"Botswana",1989,8272.2529296875,0.395048856735229,1.9282066822052,20409.8984375
BWA,"Botswana",1990,8687.5,0.428405225276947,1.99216961860657,23532.470703125
BWA,"Botswana",1991,9139.2001953125,0.463104009628296,2.04076838493347,26267.580078125
BWA,"Botswana",1992,9235.5234375,0.491566985845566,2.09055280685425,28623.5390625
BWA,"Botswana",1993,9614.2373046875,0.498946011066437,2.14155173301697,30753.814453125
BWA,"Botswana",1994,10163.5693359375,0.518594026565552,2.19379472732544,32714.623046875
BWA,"Botswana",1995,11141.0830078125,0.536045014858246,2.24731206893921,34855.890625
BWA,"Botswana",1996,13368.171875,0.450558006763458,2.28850150108337,36889.2890625
BWA,"Botswana",1997,14476.609375,0.581891000270844,2.33044576644897,39676.67578125
BWA,"Botswana",1998,14266.578125,0.519921004772186,2.37315845489502,42854.0625
BWA,"Botswana",1999,16621.951171875,0.637004971504211,2.41665434837341,46553.2265625
BWA,"Botswana",2000,17822.814453125,0.580453991889954,2.46094727516174,50154.78125
BWA,"Botswana",2001,17634.701171875,0.559779524803162,2.494708776474,53870.4140625
BWA,"Botswana",2002,18394.869140625,0.669634997844696,2.52893304824829,57661.078125
BWA,"Botswana",2003,19085.912109375,0.561903953552246,2.56243538856506,61574.7421875
BWA,"Botswana",2004,20568.884765625,0.693565011024475,2.58605027198792,65928.65625
BWA,"Botswana",2005,23613.412109375,0.727635979652405,2.60988306999207,70357.15625
BWA,"Botswana",2006,25107.4921875,0.656877994537354,2.6307475566864,75317.5078125
BWA,"Botswana",2007,25748.228515625,0.795462012290955,2.65177893638611,81197.671875
BWA,"Botswana",2008,24899.72265625,0.795332014560699,2.67297863960266,87155.171875
BWA,"Botswana",2009,22978.263671875,0.828173995018005,2.69434762001038,93814.28125
BWA,"Botswana",2010,26033.560546875,0.864124953746796,2.71588730812073,101228.2265625
BWA,"Botswana",2011,29128.1171875,0.887522995471954,2.73850703239441,109925.4609375
BWA,"Botswana",2012,29166.185546875,0.911548972129822,2.76163005828857,120304.8984375
BWA,"Botswana",2013,30886.61328125,0.937986969947815,2.78527045249939,128983.5703125
BWA,"Botswana",2014,35908.015625,0.954060018062592,2.80944228172302,139822.1875
CHN,"China",1952,515462.8125,209.909362792969,1.11096262931824,495817.75
CHN,"China",1953,566197.4375,215.164993286133,1.12313485145569,517064.34375
CHN,"China",1954,578074.5625,220.442504882813,1.13544034957886,544015.125
CHN,"China",1955,611264.5625,224.787506103516,1.14788067340851,569533.8125
CHN,"China",1956,654037.3125,230.479995727539,1.16129648685455,601874.4375
CHN,"China",1957,710112.625,237.357498168945,1.17486906051636,638674
CHN,"China",1958,789277.125,254.592498779297,1.18860018253326,704365.75
CHN,"China",1959,788445.9375,266.265014648438,1.2024918794632,802392.125
CHN,"China",1960,740097.375,262.821136474609,1.21654582023621,887659.4375
CHN,"China",1961,539199.6875,260.23876953125,1.23711764812469,912265.8125
CHN,"China",1962,601922.4375,260.764678955078,1.2580372095108,919103.6875
CHN,"China",1963,668159.3125,266.439483642578,1.2793105840683,941306.5625
CHN,"China",1964,761998.25,276.049591064453,1.30094373226166,978848.6875
CHN,"China",1965,828336.5625,286.742156982422,1.32294273376465,1034936.875
CHN,"China",1966,893297.125,297.4521484375,1.34139287471771,1108158.5
CHN,"China",1967,859955.75,308.328765869141,1.36010038852692,1153292.625
CHN,"China",1968,823027.75,319.040252685547,1.37906873226166,1196818.25
CHN,"China",1969,925836.5625,331.26171875,1.39830160140991,1249407.125
CHN,"China",1970,1038634.75,344.018310546875,1.41780281066895,1345059.5
CHN,"China",1971,1112717.875,358.581420898438,1.44256675243378,1449826.875
CHN,"China",1972,1113112,370.760711669922,1.4677631855011,1553748.75
CHN,"China",1973,1188522.375,381.241882324219,1.49339985847473,1663911.875
CHN,"China",1974,1199714.625,394.449432373047,1.51948416233063,1789866
CHN,"China",1975,1259276.375,407.957733154297,1.54602420330048,1940378
CHN,"China",1976,1255957.25,420.913848876953,1.57184684276581,2080414.5
CHN,"China",1977,1292414.5,432.581970214844,1.59810090065002,2223858
CHN,"China",1978,1459760.25,445.504364013672,1.62479341030121,2399245.5
CHN,"China",1979,1528231.5,460.541748046875,1.65193176269531,2577517.5
CHN,"China",1980,1563493.625,479.116912841797,1.67952346801758,2783240.75
CHN,"China",1981,1628167.75,500.900299072266,1.70278441905975,2977514
CHN,"China",1982,1781943.125,519.148620605469,1.72211301326752,3194943.25
CHN,"China",1983,1898942.125,533.197387695313,1.74005961418152,3434470
CHN,"China",1984,2123950,546.715942382813,1.75819325447083,3711716.25
CHN,"China",1985,2295097.5,560.242248535156,1.77651596069336,4049091.5
CHN,"China",1986,2415650.5,572.087097167969,1.7926766872406,4411368.5
CHN,"China",1987,2600728,582.424499511719,1.80898439884186,4796401.5
CHN,"China",1988,2682387.75,598.148498535156,1.82544052600861,5236381.5
CHN,"China",1989,2679917.75,619.076232910156,1.84204638004303,5563448.5
CHN,"China",1990,2755448,637.074829101563,1.85880327224731,5851508
CHN,"China",1991,2936986.5,651.200012207031,1.89138042926788,6200813.5
CHN,"China",1992,3192967.5,658.215026855469,1.92452871799469,6703614
CHN,"China",1993,3483308,664.799987792969,1.95825791358948,7418662
CHN,"China",1994,3764241.75,671.315002441406,1.99257814884186,8222817.5
CHN,"China",1995,4222166.5,677.599975585938,2.02749991416931,9086238
CHN,"China",1996,4362428.5,685.075012207031,2.05961394309998,10025209
CHN,"China",1997,4657996.5,693.849975585938,2.09223628044128,11010464
CHN,"China",1998,4652117.5,702.284973144531,2.12537574768066,12159789
CHN,"China",1999,4925991.5,710.155029296875,2.15903973579407,13342564
CHN,"China",2000,5229666,717.39501953125,2.19323706626892,14586433
CHN,"China",2001,5620697,725.549987792969,2.21074175834656,16002954
CHN,"China",2002,6249123,733.825012207031,2.22838592529297,17620104
CHN,"China",2003,6770642,740.859985351563,2.24617099761963,19592794
CHN,"China",2004,7526537.5,748.159973144531,2.26409816741943,21840018
CHN,"China",2005,8356256,755.125,2.28216814994812,24356182
CHN,"China",2006,9352954,761.125,2.29400229454041,27190004
CHN,"China",2007,10370261,766.950012207031,2.30589771270752,30325914
CHN,"China",2008,10658064,772.349975585938,2.31785488128662,33799556
CHN,"China",2009,11616172,777.375,2.32987403869629,38334244
CHN,"China",2010,12680616,781.376770019531,2.3419554233551,43438692
CHN,"China",2011,13758196,784.426940917969,2.37319254875183,48872912
CHN,"China",2012,14834279,788.870788574219,2.40484619140625,54674592
CHN,"China",2013,15904816,793.022277832031,2.43692231178284,60943980
CHN,"China",2014,17080304,798.367797851563,2.46942591667175,67590072
GBR,"United Kingdom",1950,464160.03125,21.983060836792,2.43450427055359,2184398.75
GBR,"United Kingdom",1951,470908.4375,22.2315044403076,2.44469380378723,2237428.5
GBR,"United Kingdom",1952,476519.6875,22.4827537536621,2.45492601394653,2270846.25
GBR,"United Kingdom",1953,505250.21875,22.7368431091309,2.46520090103149,2318865.5
GBR,"United Kingdom",1954,524218.1875,22.993803024292,2.47551894187927,2371362
GBR,"United Kingdom",1955,544802.8125,23.2536678314209,2.48588013648987,2440471
GBR,"United Kingdom",1956,559482.75,23.5164699554443,2.49860095977783,2508133.5
GBR,"United Kingdom",1957,570517.3125,23.5449848175049,2.51138687133789,2579788.25
GBR,"United Kingdom",1958,576679.1875,23.2844123840332,2.52423858642578,2640245.5
GBR,"United Kingdom",1959,597268.875,23.3591423034668,2.53715562820435,2713106.75
GBR,"United Kingdom",1960,626110.25,23.7740936279297,2.5501389503479,2813235.25
GBR,"United Kingdom",1961,643506.75,24.0499744415283,2.57157015800476,2913184.5
GBR,"United Kingdom",1962,653347,24.1829357147217,2.58991956710815,2997102.75
GBR,"United Kingdom",1963,677193.6875,24.2446842193604,2.60839986801147,3084920
GBR,"United Kingdom",1964,718838.4375,24.5718593597412,2.62701201438904,3229570.25
GBR,"United Kingdom",1965,739280.8125,24.8203506469727,2.64575695991516,3366823.5
GBR,"United Kingdom",1966,756647.375,24.8771209716797,2.66463565826416,3497729.75
GBR,"United Kingdom",1967,775746.75,24.5882911682129,2.68364930152893,3643381.5
GBR,"United Kingdom",1968,804196.4375,24.4797306060791,2.70279836654663,3806656.5
GBR,"United Kingdom",1969,821052.375,24.4891929626465,2.72208428382874,3958919.5
GBR,"United Kingdom",1970,843932.0625,24.4254512786865,2.7415075302124,4105843.25
GBR,"United Kingdom",1971,858432.875,24.3644199371338,2.76375412940979,4251445.5
GBR,"United Kingdom",1972,886394.125,24.4231357574463,2.78618144989014,4389150.5
GBR,"United Kingdom",1973,929486.4375,24.7982921600342,2.80879044532776,4543412
GBR,"United Kingdom",1974,869943.25,24.8925952911377,2.83158326148987,4682207.5
GBR,"United Kingdom",1975,866802.5625,24.8265075683594,2.85456085205078,4805111.5
GBR,"United Kingdom",1976,907256.5,24.6985950469971,2.87772464752197,4929271.5
GBR,"United Kingdom",1977,954395.8125,24.7386741638184,2.90107679367065,5045754.5
GBR,"United Kingdom",1978,1028903.25,24.8741874694824,2.92461824417114,5171337
GBR,"United Kingdom",1979,1092312.875,25.0995178222656,2.94835090637207,5303411
GBR,"United Kingdom",1980,1116202,24.9533996582031,2.97227597236633,5402248.5
GBR,"United Kingdom",1981,1094011.125,24.1129474639893,2.99403405189514,5467771.5
GBR,"United Kingdom",1982,1097571.625,23.7014007568359,3.01595163345337,5549436
GBR,"United Kingdom",1983,1124439.625,23.6514854431152,3.03802943229675,5644459
GBR,"United Kingdom",1984,1135733.875,24.1725788116455,3.06026864051819,5767542
GBR,"United Kingdom",1985,1168065.625,24.3912963867188,3.08267092704773,5898776
GBR,"United Kingdom",1986,1199685.75,24.4415397644043,3.10523724555969,6030965
GBR,"United Kingdom",1987,1265695,24.9726867675781,3.12796854972839,6191356.5
GBR,"United Kingdom",1988,1342672.25,25.8532199859619,3.15086627006531,6406763.5
GBR,"United Kingdom",1989,1386590.25,26.5848598480225,3.17393183708191,6639394
GBR,"United Kingdom",1990,1417084.625,26.7023868560791,3.19716620445251,6776785.5
GBR,"United Kingdom",1991,1401382.125,25.9264469146729,3.22711420059204,6870654.5
GBR,"United Kingdom",1992,1414992.5,25.3455924987793,3.25734281539917,6966937.5
GBR,"United Kingdom",1993,1464739.875,25.1717052459717,3.28785467147827,7066573.5
GBR,"United Kingdom",1994,1519652.375,25.3744468688965,3.31865215301514,7189066.5
GBR,"United Kingdom",1995,1589474.625,25.6517906188965,3.34973835945129,7350978
GBR,"United Kingdom",1996,1674592.625,25.9005336761475,3.38111543655396,7519429.5
GBR,"United Kingdom",1997,1801385.75,26.3804149627686,3.41278648376465,7664252
GBR,"United Kingdom",1998,1888442,26.6531639099121,3.4447546005249,7832531
GBR,"United Kingdom",1999,1962497.625,27.0119800567627,3.47702193260193,7996395.5
GBR,"United Kingdom",2000,2088803.375,27.3173503875732,3.50959134101868,8162493
GBR,"United Kingdom",2001,2143772,27.5344371795654,3.52848124504089,8312354
GBR,"United Kingdom",2002,2175498.25,27.7632732391357,3.54747271537781,8467400
GBR,"United Kingdom",2003,2197157.75,28.0528144836426,3.56656646728516,8621608
GBR,"United Kingdom",2004,2289328.5,28.3592357635498,3.5857629776001,8781973
GBR,"United Kingdom",2005,2318674.5,28.6797008514404,3.60506272315979,8950883
GBR,"United Kingdom",2006,2404280.75,29.0042190551758,3.62446665763855,9129126
GBR,"United Kingdom",2007,2456709,29.2898769378662,3.64397478103638,9327239
GBR,"United Kingdom",2008,2421007.5,29.6077575683594,3.66358780860901,9483548
GBR,"United Kingdom",2009,2323915.25,29.2177047729492,3.68330645561218,9557016
GBR,"United Kingdom",2010,2288598.25,29.357385635376,3.70313143730164,9652181
GBR,"United Kingdom",2011,2304464.75,29.5505886077881,3.7108952999115,9753055
GBR,"United Kingdom",2012,2389794.25,29.8997650146484,3.71867561340332,9856324
GBR,"United Kingdom",2013,2500343.75,30.2626171112061,3.72647213935852,9966144
GBR,"United Kingdom",2014,2588790.5,30.9620456695557,3.7342848777771,10107181
IND,"India",1950,311607.0625,129.460144042969,1.13054633140564,1494518.875
IND,"India",1951,324445.5,132.622573852539,1.13267874717712,1496957
IND,"India",1952,333498.96875,135.603881835938,1.13481521606445,1483752.375
IND,"India",1953,351218.15625,138.763793945313,1.13695573806763,1483445.375
IND,"India",1954,366944.0625,142.094161987305,1.13910031318665,1498352
IND,"India",1955,375288.625,145.597640991211,1.14124894142151,1521932.375
IND,"India",1956,390536.21875,148.90739440918,1.13978254795074,1562333.375
IND,"India",1957,389701.8125,152.399978637695,1.1383181810379,1588728.5
IND,"India",1958,417727.53125,155.704711914063,1.1368556022644,1628683.625
IND,"India",1959,426977,159.568252563477,1.13539493083954,1667299.25
IND,"India",1960,460436.25,163.621429443359,1.13393616676331,1700093.75
IND,"India",1961,476941.34375,167.578628540039,1.14029347896576,1729751.625
IND,"India",1962,496433.65625,168.625915527344,1.14668643474579,1770839.75
IND,"India",1963,530964.8125,169.907440185547,1.15311527252197,1819975.375
IND,"India",1964,570821.125,171.478912353516,1.1595801115036,1876908.875
IND,"India",1965,561092.4375,172.896606445313,1.16608119010925,1933552.375
IND,"India",1966,557768.375,174.776062011719,1.16899657249451,2000260.125
IND,"India",1967,601072.0625,176.410690307617,1.17191934585571,2063743
IND,"India",1968,629751,177.802688598633,1.17484927177429,2117770.25
IND,"India",1969,698212.4375,179.635635375977,1.17778670787811,2179376
IND,"India",1970,710405.6875,181.220993041992,1.18073129653931,2244626.75
IND,"India",1971,736020.75,184.209884643555,1.18974387645721,2316683.5
IND,"India",1972,756668.4375,187.442077636719,1.19882524013519,2396442.25
IND,"India",1973,801835.75,190.891662597656,1.2079758644104,2466262
IND,"India",1974,783663.0625,194.522445678711,1.21719634532928,2536472.75
IND,"India",1975,864604.6875,197.98274230957,1.22648727893829,2617306.5
IND,"India",1976,857978.8125,201.83869934082,1.23796153068542,2716223.5
IND,"India",1977,861100.0625,205.519561767578,1.24954319000244,2827486.75
IND,"India",1978,847408.75,209.371505737305,1.26123321056366,2936771.75
IND,"India",1979,790889.4375,212.780685424805,1.27303266525269,3036048.25
IND,"India",1980,796642.9375,216.732498168945,1.28494238853455,3160566.25
IND,"India",1981,795009.4375,229.449768066406,1.30297839641571,3289251.75
IND,"India",1982,789465.4375,235.185302734375,1.32126760482788,3418680
IND,"India",1983,799692.8125,243.945449829102,1.33981347084045,3549601.5
IND,"India",1984,797259.9375,252.743225097656,1.3586198091507,3682168.25
IND,"India",1985,808840.1875,261.896118164063,1.37768995761871,3820135.5
IND,"India",1986,855973.9375,271.407135009766,1.39887464046478,3971474.75
