countrycode,country,year,rgdpe,emp,hc,rkna
TWN,"Taiwan",2000,731610.625,9.54098033905029,2.73172807693481,2111793
TWN,"Taiwan",2001,719487.625,9.43230056762695,2.77324509620667,2207188.75
TWN,"Taiwan",2002,754621.4375,9.50432109832764,2.81539297103882,2300777.5
TWN,"Taiwan",2003,770112.5625,9.62393760681152,2.85818147659302,2393427
TWN,"Taiwan",2004,796055.6875,9.83773040771484,2.90162038803101,2511357
TWN,"Taiwan",2005,821129.875,9.99533367156982,2.94571924209595,2628773.25
TWN,"Taiwan",2006,846695.9375,10.167013168335,2.97183918952942,2741102.5
TWN,"Taiwan",2007,886822.875,10.3518676757813,2.99819040298462,2846999.5
TWN,"Taiwan",2008,845991.6875,10.4626522064209,3.02477526664734,2914523.75
TWN,"Taiwan",2009,848913,10.3391017913818,3.05159616470337,2959230.5
TWN,"Taiwan",2010,924758.25,10.5548210144043,3.07865476608276,3044584
TWN,"Taiwan",2011,939517.6875,10.7743492126465,3.10699677467346,3120336.5
TWN,"Taiwan",2012,952669.3125,10.9338483810425,3.13596105575562,3185586.5
TWN,"Taiwan",2013,989139.5625,11.0460357666016,3.1655650138855,3259894.5
TWN,"Taiwan",2014,1038770.8125,11.1721639633179,3.19582605361938,3334384.5
URY,"Uruguay",1950,13666.8740234375,0.791818678379059,1.72168636322021,22768.189453125
URY,"Uruguay",1951,16628.927734375,0.802554547786713,1.72894477844238,28243.84375
URY,"Uruguay",1952,15138.892578125,0.813436090946198,1.73623371124268,32956.95703125
URY,"Uruguay",1953,15719.779296875,0.824465155601501,1.74355363845825,36460.1484375
URY,"Uruguay",1954,17960.244140625,0.835643708705902,1.75090420246124,41433.85546875
URY,"Uruguay",1955,18376.875,0.846973776817322,1.75828576087952,45259.33984375
URY,"Uruguay",1956,18131.54296875,0.858457505702972,1.76805937290192,48559.54296875
URY,"Uruguay",1957,18952.662109375,0.870096862316132,1.77788722515106,52358.3125
URY,"Uruguay",1958,17483.755859375,0.881894171237946,1.78776979446411,53774.421875
URY,"Uruguay",1959,16947.333984375,0.893851339817047,1.79770720005035,56512.19140625
URY,"Uruguay",1960,17876.2265625,0.905970633029938,1.80769991874695,59667.0625
URY,"Uruguay",1961,18135.32421875,0.914243102073669,1.81416642665863,63028.8828125
URY,"Uruguay",1962,18509.328125,0.922591209411621,1.82065606117249,65369.734375
URY,"Uruguay",1963,17994.447265625,0.93101555109024,1.8271689414978,67050.875
URY,"Uruguay",1964,18789.486328125,0.939516663551331,1.83370506763458,68263.2734375
URY,"Uruguay",1965,18585.341796875,0.948095619678497,1.84026455879211,69078.25
URY,"Uruguay",1966,19451.384765625,0.95675265789032,1.85935521125793,70369.84375
URY,"Uruguay",1967,18708.69921875,0.965488970279694,1.8786438703537,71842.9296875
URY,"Uruguay",1968,18995.80078125,0.974304974079132,1.89813268184662,72971.84375
URY,"Uruguay",1969,20350.06640625,0.983201444149017,1.91782367229462,75075.8828125
URY,"Uruguay",1970,21915.6015625,0.992179155349731,1.93771886825562,76861.984375
URY,"Uruguay",1971,22075.9140625,0.999005854129791,1.95231103897095,79032.1015625
URY,"Uruguay",1972,21561.58203125,1.00359380245209,1.96701300144196,80405.046875
URY,"Uruguay",1973,22379.484375,1.00691056251526,1.98182570934296,81154.828125
URY,"Uruguay",1974,21843.005859375,1.01089453697205,1.99674999713898,82474.09375
URY,"Uruguay",1975,22431.431640625,1.01577115058899,2.01178669929504,85387.7578125
URY,"Uruguay",1976,22935.3828125,1.0185204744339,2.03775191307068,89817.203125
URY,"Uruguay",1977,22601.42578125,1.02251970767975,2.06405210494995,94528.6015625
URY,"Uruguay",1978,23993.359375,1.02768456935883,2.09069204330444,100222.2578125
URY,"Uruguay",1979,26084.015625,1.03364932537079,2.11767554283142,107337.4140625
URY,"Uruguay",1980,27753.5,1.03988325595856,2.14500761032104,114638.5234375
URY,"Uruguay",1981,28288.65234375,1.10893404483795,2.1714973449707,121223.78125
URY,"Uruguay",1982,25425.109375,1.10294616222382,2.19831418991089,126157.9921875
URY,"Uruguay",1983,22943.033203125,1.13510704040527,2.22546219825745,127752.1875
URY,"Uruguay",1984,22569.720703125,1.16899418830872,2.2529456615448,127792.5078125
URY,"Uruguay",1985,22557.306640625,1.22950077056885,2.28076839447021,127042.390625
URY,"Uruguay",1986,25517.283203125,1.2866325378418,2.29354190826416,127045.9453125
URY,"Uruguay",1987,28009.228515625,1.3747421503067,2.30638694763184,128402.5703125
URY,"Uruguay",1988,28063.17578125,1.39030110836029,2.3193039894104,129693.265625
URY,"Uruguay",1989,28323.56640625,1.42969644069672,2.33229327201843,130750.9765625
URY,"Uruguay",1990,27874.744140625,1.43150246143341,2.34535527229309,131230.171875
URY,"Uruguay",1991,29197.599609375,1.42547845840454,2.35418891906738,132775.59375
URY,"Uruguay",1992,32682.703125,1.45279800891876,2.36305570602417,137194.125
URY,"Uruguay",1993,34136.25390625,1.46992695331573,2.37195587158203,142434.390625
URY,"Uruguay",1994,37322.71875,1.51472055912018,2.38088941574097,147784.609375
URY,"Uruguay",1995,37136.80859375,1.54306900501251,2.38985681533813,152212.671875
URY,"Uruguay",1996,39480.1328125,1.50722968578339,2.42010712623596,157182.359375
URY,"Uruguay",1997,40162.953125,1.50679838657379,2.45074009895325,162726.828125
URY,"Uruguay",1998,41122.58984375,1.42096161842346,2.48176097869873,168822.09375
URY,"Uruguay",1999,38955.04296875,1.39517462253571,2.51317453384399,173567.953125
URY,"Uruguay",2000,36895.3359375,1.37635743618011,2.54498553276062,176977.328125
URY,"Uruguay",2001,35046.33203125,1.38499104976654,2.54196763038635,179434.890625
URY,"Uruguay",2002,31942.201171875,1.3321944475174,2.53895330429077,179728.75
URY,"Uruguay",2003,31685.224609375,1.31957483291626,2.53594255447388,179572.015625
URY,"Uruguay",2004,32815.1640625,1.37432384490967,2.53293538093567,181074.171875
URY,"Uruguay",2005,34099.3828125,1.41882836818695,2.52993178367615,184085.15625
URY,"Uruguay",2006,36354.34765625,1.4277937412262,2.54152894020081,188789.421875
URY,"Uruguay",2007,40175.2109375,1.49753570556641,2.5531792640686,194238.890625
URY,"Uruguay",2008,44910.26171875,1.52931952476501,2.5632803440094,201512.890625
URY,"Uruguay",2009,48781.40625,1.56221044063568,2.57118535041809,207440.5
URY,"Uruguay",2010,55534.89453125,1.58423006534576,2.57911467552185,214591.390625
URY,"Uruguay",2011,60884.06640625,1.66893875598907,2.6003246307373,221911.03125
URY,"Uruguay",2012,63416.04296875,1.64204740524292,2.62170910835266,231282.21875
URY,"Uruguay",2013,67497.921875,1.64618515968323,2.64326930046082,240546.375
URY,"Uruguay",2014,69742.9140625,1.65730631351471,2.66500687599182,249215.421875
USA,"United States",1950,2279786.5,62.8349990844727,2.58321285247803,7368828.5
USA,"United States",1951,2440075.5,65.080940246582,2.59599995613098,7653916
USA,"United States",1952,2530523.75,65.8558197021484,2.6088502407074,7973592
USA,"United States",1953,2655277,66.787109375,2.62176442146301,8318338
USA,"United States",1954,2640868,65.5951385498047,2.63474249839783,8650076
USA,"United States",1955,2844097.5,67.5313262939453,2.64778447151184,9021823
USA,"United States",1956,2907753.75,69.1301574707031,2.66231727600098,9390762
USA,"United States",1957,2970561.25,69.4685287475586,2.67692995071411,9743166
USA,"United States",1958,2949130.75,68.2039794921875,2.69162273406982,10053275
USA,"United States",1959,3166056.75,69.7782745361328,2.70639610290527,10434712
USA,"United States",1960,3248585.5,70.9436721801758,2.72125053405762,10803927
USA,"United States",1961,3332156.5,71.0019378662109,2.75555515289307,11151112
USA,"United States",1962,3537552.25,72.0569229125977,2.79029202461243,11569603
USA,"United States",1963,3691253.5,73.0699996948242,2.8254668712616,12025759
USA,"United States",1964,3908560.75,74.7363052368164,2.8610851764679,12536381
USA,"United States",1965,4172653.5,76.5242462158203,2.89715242385864,13106077
USA,"United States",1966,4448089,78.8570785522461,2.92837071418762,13722319
USA,"United States",1967,4563164,80.6521911621094,2.95992541313171,14296025
USA,"United States",1968,4788155.5,82.2694244384766,2.99181985855103,14888505
USA,"United States",1969,4942828,84.2536544799805,3.02405834197998,15472192
USA,"United States",1970,4945543,84.6983489990234,3.05664396286011,15973746
USA,"United States",1971,5111621.5,84.7065200805664,3.08988523483276,16485769
USA,"United States",1972,5389620.5,86.9730834960938,3.12348771095276,17084226
USA,"United States",1973,5703701,89.7405624389648,3.1574559211731,17751130
USA,"United States",1974,5598600,91.3787841796875,3.19179344177246,18319176
USA,"United States",1975,5567926.5,90.2430877685547,3.2265043258667,18749454
USA,"United States",1976,5897896,93.050910949707,3.24999570846558,19258244
USA,"United States",1977,6167635,96.2447280883789,3.27365803718567,19880750
USA,"United States",1978,6523868.5,100.205863952637,3.29749250411987,20621346
USA,"United States",1979,6707675,102.844429016113,3.32150077819824,21398030
USA,"United States",1980,6588726,103.123237609863,3.34568381309509,22033662
USA,"United States",1981,6777818.5,104.274398803711,3.35476899147034,22647426
USA,"United States",1982,6643039,103.466293334961,3.36387896537781,23128432
USA,"United States",1983,6987811.5,104.852600097656,3.3730137348175,23675250
USA,"United States",1984,7556971.5,109.188400268555,3.38217329978943,24426864
USA,"United States",1985,7884135,111.471778869629,3.39135766029358,25249576
USA,"United States",1986,8144059.5,114.049240112305,3.40006065368652,26067404
USA,"United States",1987,8399763,117.067230224609,3.4087860584259,26866096
USA,"United States",1988,8748274,119.689407348633,3.41753363609314,27655802
USA,"United States",1989,9065519,122.146018981934,3.42630386352539,28460166
USA,"United States",1990,9203227,123.401077270508,3.43509650230408,29208678
USA,"United States",1991,9191710,121.962417602539,3.4523024559021,29807548
USA,"United States",1992,9530917,122.231887817383,3.46959495544434,30447546
USA,"United States",1993,9827602,123.59285736084,3.48697352409363,31142584
USA,"United States",1994,10262589,126.198081970215,3.50443959236145,31914476
USA,"United States",1995,10550124,127.997169494629,3.5219931602478,32739804
USA,"United States",1996,10988194,129.911193847656,3.53323888778687,33669848
USA,"United States",1997,11538199,132.932144165039,3.54452061653137,34694968
USA,"United States",1998,12132393,135.077072143555,3.5558385848999,35854404
USA,"United States",1999,12720219,137.337097167969,3.56719255447388,37122332
USA,"United States",2000,13222419,139.29606628418,3.5785825252533,38439588
USA,"United States",2001,13355489,139.443893432617,3.58833718299866,39627500
USA,"United States",2002,13591523,139.084320068359,3.59811854362488,40679832
USA,"United States",2003,13961596,140.231399536133,3.6079261302948,41793132
USA,"United States",2004,14499944,141.630981445313,3.61776089668274,43024076
USA,"United States",2005,14958727,143.989898681641,3.62762236595154,44360180
USA,"United States",2006,15353601,146.615249633789,3.64232897758484,45671956
USA,"United States",2007,15605977,148.201858520508,3.65709471702576,46844304
USA,"United States",2008,15357469,147.526229858398,3.67192077636719,47779436
USA,"United States",2009,15005201,142.106582641602,3.68680667877197,48245684
USA,"United States",2010,15368666,141.349105834961,3.70175337791443,48728140
USA,"United States",2011,15590957,142.21745300293,3.70701098442078,49279028
USA,"United States",2012,15976742,144.862838745117,3.71227598190308,49960600
USA,"United States",2013,16274530,146.210968017578,3.71754860877991,50633784
USA,"United States",2014,16704698,148.463394165039,3.72282862663269,51190644
VNM,"Viet Nam",1970,34407.4609375,16.2685165405273,1.4941600561142,69626.34375
VNM,"Viet Nam",1971,35732.265625,16.6552886962891,1.51671361923218,70249.5078125
VNM,"Viet Nam",1972,36449.7421875,17.0497913360596,1.53960776329041,71173.640625
VNM,"Viet Nam",1973,35964.08203125,17.4382171630859,1.56284737586975,72158.34375
VNM,"Viet Nam",1974,36847.65625,17.8051795959473,1.58643782138824,73326.484375
VNM,"Viet Nam",1975,37943.4453125,18.1809597015381,1.61038422584534,74672.2109375
VNM,"Viet Nam",1976,42135.20703125,18.5573501586914,1.63744878768921,76476.3046875
VNM,"Viet Nam",1977,47835.8828125,19.1940155029297,1.66496825218201,78862.8515625
VNM,"Viet Nam",1978,48692.015625,19.3249816894531,1.69295012950897,81341.3828125
VNM,"Viet Nam",1979,51956.34375,19.5614051818848,1.71837842464447,84125.359375
VNM,"Viet Nam",1980,50091.4140625,20.2437286376953,1.74010109901428,86697.8515625
VNM,"Viet Nam",1981,52987.625,20.6319217681885,1.74470925331116,89533.265625
VNM,"Viet Nam",1982,57287.6484375,21.5833606719971,1.74932956695557,92744.6953125
VNM,"Viet Nam",1983,61321.62890625,22.3982448577881,1.75396203994751,96248.09375
VNM,"Viet Nam",1984,66524.0546875,23.5000247955322,1.75860679149628,100275.1953125
VNM,"Viet Nam",1985,70224.9453125,26.4391536712646,1.76326394081116,104535.921875
VNM,"Viet Nam",1986,72444.046875,27.8537483215332,1.75027883052826,108712.578125
VNM,"Viet Nam",1987,74534.53125,28.4375591278076,1.73738944530487,113555.515625
VNM,"Viet Nam",1988,78187.6484375,28.9658851623535,1.72459483146667,118144.703125
VNM,"Viet Nam",1989,81338.8125,29.3305568695068,1.71189451217651,122139.9453125
VNM,"Viet Nam",1990,86683.390625,30.7032260894775,1.6960756778717,129885.609375
VNM,"Viet Nam",1991,94968,31.428373336792,1.72193503379822,136331.4375
VNM,"Viet Nam",1992,102696.3203125,32.3259239196777,1.74488401412964,147623.15625
VNM,"Viet Nam",1993,108265.796875,33.2904853820801,1.76813900470734,163940.234375
VNM,"Viet Nam",1994,114300.2421875,34.2844352722168,1.79170382022858,185176.109375
VNM,"Viet Nam",1995,123596.1484375,35.3324394226074,1.81558275222778,209625.203125
VNM,"Viet Nam",1996,132971.375,36.0475463867188,1.84584867954254,237538.25
VNM,"Viet Nam",1997,143914.109375,36.2482032775879,1.87661921977997,268159.5
VNM,"Viet Nam",1998,152268.4375,37.5901336669922,1.90790271759033,302542.875
VNM,"Viet Nam",1999,160348.6875,38.7194213867188,1.93970763683319,336601.71875
VNM,"Viet Nam",2000,168599.296875,38.890079498291,1.97204279899597,373273.25
VNM,"Viet Nam",2001,179414.84375,39.4303741455078,2.01308059692383,413507.78125
VNM,"Viet Nam",2002,191402.390625,40.4734916687012,2.05497241020203,458600.34375
VNM,"Viet Nam",2003,203165.15625,41.3539505004883,2.09773588180542,508675.40625
VNM,"Viet Nam",2004,223179.96875,42.344482421875,2.1413893699646,563232.4375
VNM,"Viet Nam",2005,247440.8125,43.32275390625,2.18595147132874,627902.125
VNM,"Viet Nam",2006,269044.21875,44.4862251281738,2.23101854324341,691083.6875
VNM,"Viet Nam",2007,288039.96875,45.6982879638672,2.27701449394226,772160.625
VNM,"Viet Nam",2008,311209.46875,47.1281661987305,2.32395887374878,853431.25
VNM,"Viet Nam",2009,329502.75,47.3862609863281,2.37187123298645,940625.0625
VNM,"Viet Nam",2010,374443.875,48.7777862548828,2.42077112197876,1036904.625
VNM,"Viet Nam",2011,407190.9375,49.6512756347656,2.47524619102478,1118150.25
VNM,"Viet Nam",2012,444350.3125,50.7383346557617,2.53261423110962,1198523.125
VNM,"Viet Nam",2013,465706.5625,51.5684509277344,2.5822114944458,1282863.5
VNM,"Viet Nam",2014,494779.0625,52.1771430969238,2.62478399276733,1376593.75
ZAF,"South Africa",1950,71797.640625,5.62973880767822,1.65235769748688,203917.078125
ZAF,"South Africa",1951,72899.296875,5.74127340316772,1.66997063159943,216441.390625
ZAF,"South Africa",1952,67809.84375,5.85501718521118,1.68777120113373,221969.5
ZAF,"South Africa",1953,75868.1953125,5.97101545333862,1.70576155185699,231106.265625
ZAF,"South Africa",1954,82151.125,6.08931159973145,1.720290184021,243506.328125
ZAF,"South Africa",1955,85386.875,6.20995140075684,1.73409330844879,257091.34375
ZAF,"South Africa",1956,90767.9453125,6.33298063278198,1.73502349853516,269898.65625
ZAF,"South Africa",1957,95815.8203125,6.45844793319702,1.73595416545868,285060.84375
ZAF,"South Africa",1958,95649.7109375,6.58640146255493,1.73688530921936,299734.46875
ZAF,"South Africa",1959,97652.9609375,6.71688890457153,1.7378169298172,306672.15625
ZAF,"South Africa",1960,101677.375,6.84996271133423,1.73874914646149,318101.5
ZAF,"South Africa",1961,105669.5390625,6.89599370956421,1.74422097206116,328548.3125
ZAF,"South Africa",1962,110045.671875,6.91907453536987,1.7497102022171,337271.84375
ZAF,"South Africa",1963,117647.34375,6.96484375,1.75521659851074,352181.875
ZAF,"South Africa",1964,126149.171875,7.07449626922607,1.76074039936066,371495.125
ZAF,"South Africa",1965,132327.359375,7.17814302444458,1.76628148555756,394599.78125
ZAF,"South Africa",1966,138928.640625,7.24160385131836,1.77184009552002,413438.15625
ZAF,"South Africa",1967,149692.015625,7.32427310943604,1.77741622924805,439586.28125
ZAF,"South Africa",1968,156734.75,7.41757440567017,1.78300976753235,461855.34375
ZAF,"South Africa",1969,168272.671875,7.48301410675049,1.78862106800079,488320.28125
ZAF,"South Africa",1970,176439.5625,7.60146856307983,1.7942498922348,521615
ZAF,"South Africa",1971,180400.75,7.65474557876587,1.8013254404068,559275.4375
ZAF,"South Africa",1972,189664.203125,7.71433544158936,1.80842876434326,597754.375
ZAF,"South Africa",1973,215258.53125,7.77831029891968,1.81556022167206,637378.625
ZAF,"South Africa",1974,230702.328125,7.83940982818604,1.8227196931839,679037.0625
ZAF,"South Africa",1975,222462.9375,7.89862012863159,1.82990741729736,726172.875
ZAF,"South Africa",1976,221428.484375,7.95176649093628,1.83712351322174,769607.875
ZAF,"South Africa",1977,221057.484375,8.00505542755127,1.84436810016632,805202.625
ZAF,"South Africa",1978,231354.1875,8.05789184570313,1.85164129734039,836877.5625
ZAF,"South Africa",1979,244063.90625,8.11005878448486,1.85894298553467,869463.3125
ZAF,"South Africa",1980,278490.09375,8.15973567962646,1.8662736415863,913644.125
ZAF,"South Africa",1981,278588.125,8.30856132507324,1.87038958072662,963302.625
ZAF,"South Africa",1982,278229.15625,8.45809268951416,1.87451457977295,1006583.125
ZAF,"South Africa",1983,282394.375,8.60850811004639,1.87864875793457,1042953.9375
ZAF,"South Africa",1984,294247,8.75583934783936,1.8827919960022,1076672.125
ZAF,"South Africa",1985,288860.96875,8.89626407623291,1.88694429397583,1101891.625
ZAF,"South Africa",1986,282019.71875,9.00434303283691,1.89110600948334,1110072.875
ZAF,"South Africa",1987,292452.4375,9.4328556060791,1.89527666568756,1115045.625
ZAF,"South Africa",1988,302149.0625,9.85478591918945,1.89945662021637,1131473.625
ZAF,"South Africa",1989,308631.25,10.2810611724854,1.90364575386047,1152110.75
ZAF,"South Africa",1990,307809.53125,10.7201652526855,1.90784406661987,1169771.875
ZAF,"South Africa",1991,306914.5,11.17844581604,1.92495584487915,1182196
ZAF,"South Africa",1992,305569.34375,11.4102926254272,1.94222116470337,1189692.875
ZAF,"South Africa",1993,316676.125,11.6333589553833,1.95964133739471,1197692.375
ZAF,"South Africa",1994,323953,11.8854112625122,1.97721779346466,1211817.375
ZAF,"South Africa",1995,340656.0625,12.1637620925903,1.99495184421539,1233378
ZAF,"South Africa",1996,354371.15625,12.4206466674805,2.0128448009491,1259848.125
ZAF,"South Africa",1997,362993.625,12.6613988876343,2.0308985710144,1288492.875
ZAF,"South Africa",1998,367704.625,12.8766975402832,2.04911398887634,1318712.75
ZAF,"South Africa",1999,376161.84375,13.1020097732544,2.06749296188354,1338596.625
ZAF,"South Africa",2000,395358.46875,13.3219861984253,2.08603668212891,1359514
ZAF,"South Africa",2001,410021.59375,12.9264230728149,2.12451338768005,1381367.75
ZAF,"South Africa",2002,433412.8125,13.6203765869141,2.16369986534119,1405726.875
ZAF,"South Africa",2003,449472.375,13.3845252990723,2.20360922813416,1436668.875
ZAF,"South Africa",2004,470784.46875,13.5918169021606,2.24425435066223,1477369.25
ZAF,"South Africa",2005,497735.71875,14.2922945022583,2.28564929962158,1527744.5
ZAF,"South Africa",2006,536275.8125,15.2302913665771,2.32780814170837,1589551.625
ZAF,"South Africa",2007,567576.4375,15.1320648193359,2.37074422836304,1665111.125
ZAF,"South Africa",2008,575804.3125,15.6982803344727,2.41447234153748,1754153.5
ZAF,"South Africa",2009,568827.75,15.4662790298462,2.45900702476501,1824819.375
ZAF,"South Africa",2010,593301.375,15.3666648864746,2.50436329841614,1885668.25
ZAF,"South Africa",2011,624811.3125,16.2044811248779,2.55771446228027,1952359.75
ZAF,"South Africa",2012,635144.25,16.8708114624023,2.59601163864136,2020324.25
ZAF,"South Africa",2013,649232.75,17.6526298522949,2.63514924049377,2095883.25
ZAF,"South Africa",2014,654559.4375,18.2567176818848,2.67595052719116,2165589.5
